train_number,day_of_week,month,scheduled_hour,prev_station_delay,distance_from_origin,is_express,delay_minutes
16650,6,11,5,15.4,516.5,1,5.0
16346,1,12,5,0.0,351.1,1,8.4
16336,6,6,9,0.0,335.2,1,11.4
12602,2,6,17,6.4,464.6,1,13.4
16606,2,8,16,28.8,519.9,1,26.5
12076,6,8,6,8.9,303.3,1,0.0
12602,1,6,13,2.6,131.5,1,4.3
12076,2,2,9,25.1,151.2,1,24.3
16346,5,1,5,4.8,635.2,1,5.3
12076,4,4,18,8.6,213.5,1,2.1
66303,2,6,22,10.2,52.4,0,15.2
16606,0,12,14,6.0,567.9,1,6.0
16336,1,2,5,0.0,391.2,1,8.3
66303,3,1,4,0.1,234.8,0,1.4
66301,1,1,9,98.9,260.1,0,107.0
16336,6,10,9,9.4,796.6,1,4.4
12602,4,7,5,14.1,38.8,1,17.5
12602,3,6,8,11.1,197.6,1,7.9
66304,0,3,6,8.8,188.0,0,9.1
16629,2,2,9,22.5,766.5,1,26.4
66304,5,4,21,11.5,35.8,0,16.1
12601,2,3,8,6.1,487.3,1,5.6
56362,2,3,10,10.1,223.5,0,11.8
12602,1,11,13,2.6,637.6,1,10.0
12626,6,5,21,1.2,265.2,1,0.0
16526,4,1,12,18.9,791.9,1,8.6
66303,6,2,9,11.7,205.2,0,10.9
12626,6,9,12,10.1,303.2,1,0.0
56362,2,11,12,10.4,779.8,0,0.0
12076,0,8,19,15.8,60.5,1,36.7
66302,4,10,9,7.4,763.1,0,6.5
12601,4,1,14,8.5,773.9,1,16.3
12431,1,5,23,0.0,322.0,1,10.9
16525,3,4,6,2.6,530.6,1,0.0
16526,1,3,7,0.4,391.4,1,11.1
16650,1,4,17,5.7,102.4,1,4.6
12625,2,7,15,1.8,87.8,1,0.0
16329,5,9,19,6.1,156.6,1,18.2
16336,2,12,6,8.2,395.7,1,0.0
12626,0,2,19,11.2,228.7,1,18.9
12076,5,8,9,4.9,458.6,1,11.4
66301,2,4,17,6.1,469.9,0,10.2
56362,3,5,8,2.6,650.5,0,2.0
12602,3,10,20,20.6,554.9,1,23.1
12076,3,6,6,7.0,407.9,1,2.5
16334,1,4,4,3.5,708.3,1,6.0
12082,4,8,23,13.7,563.6,1,4.9
12625,0,11,4,6.7,688.1,1,0.0
66301,2,8,15,19.4,584.2,0,23.2
12602,1,11,9,4.6,206.0,1,2.2
56362,5,10,20,13.5,774.4,0,22.6
66302,0,12,23,8.2,423.6,0,13.7
12602,4,5,14,11.0,543.4,1,8.0
16604,2,5,15,7.2,323.9,1,9.7
16329,4,1,9,21.3,697.7,1,24.3
56362,6,10,13,30.6,764.6,0,21.3
16334,2,11,4,20.4,253.5,1,15.9
12431,4,2,7,6.0,161.1,1,10.3
12625,0,12,5,15.4,248.4,1,13.2
56361,2,10,10,13.9,56.7,0,3.9
16629,6,5,4,6.2,422.8,1,10.6
12082,5,11,6,5.6,480.9,1,10.7
12082,5,10,19,9.9,79.0,1,15.4
12601,2,5,5,5.0,776.4,1,15.5
66301,1,1,14,10.6,329.3,0,2.2
66304,6,5,18,35.3,703.3,0,31.4
16346,0,2,20,10.8,404.3,1,4.7
16606,3,10,19,19.8,512.2,1,25.1
12601,3,6,23,10.3,676.3,1,16.6
56362,0,10,21,1.4,82.1,0,0.0
16336,6,8,12,8.3,782.9,1,5.0
16629,1,12,22,7.1,665.4,1,9.4
16525,0,7,16,14.0,350.0,1,8.2
16334,6,3,11,7.8,232.6,1,6.2
56362,5,7,5,19.0,243.9,0,20.7
66301,4,2,8,1.5,339.0,0,0.0
66301,1,2,11,15.6,330.1,0,13.8
16329,0,10,4,4.5,311.6,1,6.2
56361,1,2,13,23.6,308.8,0,18.6
66303,0,12,7,7.6,568.4,0,13.0
16604,1,2,4,8.6,732.0,1,14.0
16329,6,5,8,15.2,332.4,1,20.8
12431,5,11,9,4.7,647.0,1,4.3
16650,3,6,16,0.0,147.3,1,0.0
66301,2,6,10,5.0,395.5,0,12.1
12082,0,9,15,1.2,160.6,1,5.1
56361,6,2,8,14.2,78.1,0,30.5
56362,2,5,22,30.2,617.4,0,24.8
12601,1,4,13,5.3,491.0,1,14.5
12602,3,1,4,5.2,489.5,1,8.7
56362,6,3,21,39.4,542.8,0,32.8
56361,1,9,10,29.4,633.9,0,33.8
16606,2,9,4,18.0,655.7,1,17.9
16525,6,8,21,11.0,141.5,1,12.6
16606,3,1,4,8.7,25.1,1,7.1
12602,1,5,12,8.2,23.2,1,13.2
12431,1,8,11,3.6,231.1,1,9.8
12082,0,6,6,2.8,763.8,1,0.0
66302,1,5,20,78.6,332.6,0,75.2
12601,2,2,13,16.5,224.3,1,15.8
12626,5,9,23,7.0,734.3,1,8.8
66304,0,11,9,7.8,639.9,0,7.6
16606,3,6,8,4.3,302.8,1,11.9
12625,4,10,22,12.2,709.0,1,10.5
12076,0,10,19,8.2,576.2,1,2.8
16606,1,6,11,10.4,792.3,1,18.9
12082,3,10,13,0.0,511.6,1,4.2
12076,2,11,23,3.6,76.2,1,5.1
12431,4,5,16,2.7,215.3,1,2.6
16334,0,6,21,15.5,723.3,1,30.6
56361,5,5,19,34.3,197.0,0,37.3
12626,4,8,19,58.9,458.3,1,62.7
66302,3,4,12,7.8,116.8,0,6.8
12601,0,1,19,7.8,373.7,1,13.1
16606,4,7,22,4.1,797.3,1,4.2
16334,6,4,11,6.6,194.7,1,10.5
16334,3,5,22,8.0,185.7,1,8.2
12601,6,12,18,15.2,17.4,1,13.1
16336,5,9,16,6.1,323.4,1,5.4
12076,0,6,8,18.1,602.8,1,20.2
16629,1,11,12,4.5,627.1,1,4.0
12082,1,10,18,7.7,514.4,1,20.6
12431,2,2,23,3.3,107.7,1,0.0
12076,1,5,23,11.3,744.6,1,1.5
16604,6,3,18,12.5,484.9,1,13.5
16629,4,2,20,3.8,476.1,1,0.0
16346,0,3,13,15.8,387.7,1,14.0
16336,0,7,19,5.3,510.0,1,0.0
12082,2,11,5,5.1,362.6,1,0.0
12602,5,6,8,9.7,490.3,1,11.0
12625,3,1,21,2.3,779.3,1,6.2
12602,0,12,13,1.8,150.4,1,17.6
16650,3,2,20,11.8,494.6,1,13.7
16650,3,1,15,0.0,367.6,1,5.8
12602,0,3,11,0.0,13.3,1,6.2
12076,2,8,22,33.4,489.8,1,43.4
16329,4,7,15,7.0,379.7,1,9.2
16346,0,4,6,4.2,348.1,1,11.2
16525,6,2,23,0.0,623.7,1,7.1
12082,5,4,18,12.2,726.7,1,15.1
12626,4,11,17,14.1,458.0,1,18.6
16329,3,2,10,4.8,339.3,1,11.2
56362,6,2,13,17.3,303.7,0,15.5
16604,3,4,15,4.1,591.4,1,7.1
56361,2,1,12,9.5,558.0,0,11.6
56361,5,10,11,15.4,476.1,0,11.4
12626,6,7,22,1.2,492.3,1,2.0
16526,5,1,15,1.8,574.6,1,13.3
16606,4,11,6,21.6,717.5,1,15.8
56362,3,2,10,27.6,303.9,0,35.5
16629,1,1,7,2.5,336.0,1,5.8
12431,5,4,11,0.0,134.7,1,7.1
56361,6,7,7,64.5,648.5,0,68.6
66303,6,8,12,55.0,447.7,0,63.9
16334,2,8,8,9.3,652.0,1,11.5
12076,1,4,8,9.9,630.6,1,20.8
66303,2,8,11,17.4,61.5,0,22.1
16525,6,4,21,10.0,35.5,1,9.1
16329,2,3,15,11.7,697.2,1,8.8
12602,1,6,9,13.1,791.7,1,15.9
16329,6,2,17,9.0,440.2,1,8.3
12626,6,3,6,3.0,135.7,1,11.5
16334,6,12,17,1.4,511.2,1,0.0
12625,4,12,15,9.5,319.4,1,13.6
16606,4,8,20,22.0,161.1,1,20.3
66302,1,7,6,3.8,292.5,0,13.0
16346,3,3,23,12.1,495.6,1,12.2
16629,4,7,18,4.2,102.5,1,0.0
16346,3,2,21,2.8,194.2,1,7.2
66303,0,11,15,8.0,382.1,0,2.7
12626,0,3,21,8.8,457.4,1,8.9
16334,3,8,17,35.6,12.2,1,43.4
12076,5,8,13,18.7,41.8,1,17.3
12602,4,2,17,5.5,153.7,1,14.3
16606,4,6,6,1.1,80.7,1,2.1
12626,6,3,4,6.5,579.8,1,14.7
66301,0,10,22,3.5,50.4,0,0.0
12082,1,8,19,17.7,577.7,1,27.8
16526,0,5,20,7.1,712.9,1,6.6
12082,4,7,18,9.8,242.3,1,11.2
56362,2,2,13,8.6,245.2,0,1.1
16334,4,4,16,0.5,169.5,1,0.0
16336,1,1,12,5.1,13.6,1,9.7
12431,6,11,19,9.1,17.4,1,4.8
12602,4,12,8,6.3,257.0,1,11.5
12602,5,7,21,38.9,296.3,1,25.8
16336,5,8,5,7.9,128.9,1,4.3
12076,3,8,23,7.3,264.2,1,9.6
16604,2,11,4,4.9,193.3,1,4.7
16650,4,4,14,6.0,682.8,1,0.0
12076,6,1,21,9.6,572.5,1,12.5
16334,1,8,22,53.4,135.5,1,65.4
66303,0,11,14,23.3,532.2,0,26.8
16604,2,5,4,12.2,168.0,1,6.2
56361,3,10,6,0.7,494.5,0,0.0
12625,3,1,18,5.3,785.4,1,14.9
12625,1,7,18,11.5,592.2,1,11.5
16336,5,7,12,42.4,791.4,1,38.7
16525,6,2,20,10.8,333.3,1,17.5
56361,4,9,14,21.5,192.4,0,32.5
16336,6,7,18,19.1,406.0,1,24.8
12602,1,3,18,2.8,148.5,1,3.1
12082,3,3,11,5.2,362.9,1,2.8
16629,5,3,15,9.8,66.6,1,16.4
12626,5,11,12,3.2,522.6,1,0.7
16650,3,2,20,24.6,663.1,1,31.1
16346,0,1,9,4.0,163.7,1,7.1
16334,4,12,19,6.3,142.5,1,7.5
56362,6,2,4,11.7,796.1,0,7.3
16606,0,3,6,26.8,320.7,1,37.0
16604,3,10,14,3.1,758.7,1,3.9
16629,4,4,21,13.7,629.9,1,9.0
16650,3,1,4,22.3,93.0,1,30.3
66301,1,6,4,4.4,99.5,0,14.9
16606,5,4,5,14.2,765.2,1,10.6
56362,2,8,8,21.3,131.1,0,31.1
16329,6,7,10,2.2,490.9,1,5.5
16606,5,4,10,0.0,436.7,1,0.0
66302,2,4,8,83.4,421.6,0,79.9
12431,3,12,10,6.9,115.3,1,0.0
66301,5,8,12,24.6,556.2,0,35.3
16334,0,4,7,1.8,620.7,1,5.7
16336,2,12,21,6.5,550.4,1,0.0
56361,1,11,9,3.4,378.1,0,3.3
12601,6,11,11,3.9,581.9,1,7.9
12431,1,5,7,10.2,249.8,1,11.1
16606,0,10,21,17.8,85.9,1,19.4
16629,3,4,9,4.9,222.2,1,2.3
66304,3,11,9,35.7,443.1,0,35.3
12625,5,10,8,15.5,432.2,1,13.9
56362,5,8,20,7.1,145.8,0,8.6
16526,0,2,18,9.2,550.3,1,8.4
56361,3,7,19,48.5,84.0,0,44.8
16329,5,2,19,0.0,531.9,1,5.3
12431,2,1,22,3.6,269.1,1,10.0
56361,1,3,9,18.0,503.4,0,24.2
66303,6,4,20,21.9,794.6,0,26.5
56361,0,8,12,4.4,48.5,0,15.3
12602,4,2,15,5.2,215.8,1,0.0
12076,3,4,10,15.8,459.1,1,16.5
16336,1,4,7,10.0,407.0,1,10.1
16336,6,2,19,3.5,615.1,1,0.0
16606,5,8,4,19.8,663.0,1,34.4
16334,1,2,12,11.8,612.6,1,11.8
16336,5,2,7,18.9,784.4,1,29.3
12076,6,11,15,4.7,73.9,1,7.5
66303,4,11,20,19.3,314.6,0,22.2
16526,2,11,5,2.6,305.4,1,4.1
16336,5,3,13,3.4,453.6,1,2.9
16629,1,7,10,25.9,498.1,1,28.0
16334,6,5,8,4.8,485.0,1,0.0
56362,1,12,13,7.3,58.7,0,0.0
12625,0,5,10,14.9,731.5,1,20.1
12626,1,12,4,0.0,72.5,1,11.1
16334,6,8,21,0.6,246.4,1,5.1
16525,4,5,12,19.5,48.2,1,15.8
66304,5,9,15,7.9,281.2,0,10.0
16336,6,12,8,11.5,767.4,1,6.2
16606,1,1,17,1.9,94.0,1,5.4
16604,1,4,11,4.5,100.3,1,11.3
56361,5,3,4,12.0,365.3,0,5.3
16525,6,12,22,21.6,591.3,1,17.1
16629,3,2,21,5.0,412.6,1,0.8
66301,6,1,13,7.0,560.6,0,18.7
16604,3,1,18,14.6,241.4,1,15.8
66303,1,2,16,33.2,688.7,0,29.9
12076,5,2,16,0.5,106.2,1,1.6
12602,0,11,7,6.6,145.1,1,10.2
12602,2,6,10,19.8,646.8,1,31.6
56361,1,5,5,12.5,371.1,0,17.0
66303,4,5,21,14.1,133.4,0,4.5
56361,2,9,13,0.4,311.3,0,0.0
16334,0,6,5,29.4,706.7,1,24.2
66302,0,10,23,8.8,279.0,0,3.1
16606,3,8,13,10.8,291.5,1,19.8
12601,0,12,20,2.1,636.7,1,0.0
12082,6,7,7,0.0,63.0,1,0.8
56361,4,5,18,20.7,46.5,0,29.1
56361,0,4,18,6.3,531.6,0,13.4
16606,3,10,10,6.9,629.4,1,8.5
66304,0,7,23,11.0,204.7,0,23.3
16606,5,3,19,4.4,163.9,1,4.1
16329,4,2,6,20.4,693.1,1,34.4
66302,0,1,18,5.3,505.9,0,10.2
16525,6,9,10,7.9,785.1,1,15.0
16329,2,4,15,14.1,579.4,1,18.3
66301,1,1,22,4.7,388.9,0,0.0
16629,1,9,21,23.9,142.8,1,29.6
56361,1,12,16,91.9,452.2,0,92.4
16604,4,7,14,37.8,672.1,1,48.9
66301,5,5,20,19.9,41.4,0,27.2
16525,0,10,20,59.6,402.4,1,57.2
12602,6,10,22,5.0,176.2,1,10.7
16526,5,1,9,4.4,785.6,1,6.3
16525,3,3,17,6.5,799.1,1,7.1
66304,5,10,11,18.0,156.2,0,26.9
16346,4,11,9,2.1,305.6,1,0.7
16606,3,4,21,2.8,346.0,1,3.5
16526,6,10,16,3.6,28.4,1,5.1
16525,3,1,17,9.2,456.8,1,15.8
12431,2,2,22,6.9,450.3,1,7.1
12602,0,5,9,26.8,743.3,1,26.0
16346,5,11,6,10.5,620.6,1,12.1
16526,0,6,4,19.2,506.2,1,14.4
16336,5,1,8,0.0,466.4,1,1.6
16334,2,11,18,3.0,33.9,1,4.1
56362,1,1,22,6.3,363.8,0,0.0
16329,2,5,11,5.0,547.7,1,12.5
16606,0,4,4,5.3,370.3,1,11.7
12082,3,10,8,20.2,170.4,1,31.0
12602,1,11,6,5.6,659.9,1,13.1
16525,0,6,18,16.2,763.6,1,13.1
16650,6,7,18,15.1,478.3,1,11.8
12625,6,3,5,6.9,363.5,1,0.3
16336,2,1,6,25.2,60.3,1,22.1
16629,3,6,15,10.3,113.1,1,14.3
66302,4,2,19,4.0,756.0,0,18.7
12431,1,5,19,8.6,745.2,1,7.9
16629,4,9,7,6.8,759.3,1,0.0
16650,4,6,14,2.7,359.4,1,0.0
16334,6,4,20,0.0,564.3,1,4.9
16334,5,3,21,6.1,273.9,1,14.9
66304,1,12,22,9.2,303.6,0,10.6
66301,1,1,23,11.3,194.7,0,10.4
12082,2,3,15,18.0,60.8,1,10.4
12082,6,4,20,11.7,553.9,1,4.7
56362,6,7,22,23.6,667.6,0,16.1
66302,5,2,19,0.0,153.9,0,4.6
66304,4,3,23,7.7,133.1,0,12.2
12076,4,7,17,43.5,536.3,1,40.0
12602,4,10,18,6.6,446.9,1,0.0
66302,4,11,15,38.4,603.5,0,36.9
16606,1,1,22,18.1,676.2,1,27.1
16346,1,7,11,33.6,661.0,1,31.5
16650,3,8,8,0.0,194.8,1,0.0
16629,1,1,7,41.1,493.6,1,43.9
12431,0,1,6,9.3,352.6,1,9.5
16604,3,9,21,0.0,399.8,1,10.2
16604,1,5,19,7.0,228.2,1,12.7
66302,1,7,19,44.2,400.1,0,66.5
12082,3,7,23,27.8,156.0,1,30.0
16629,3,3,12,11.5,163.0,1,2.2
16629,6,11,15,4.9,103.1,1,1.4
56361,6,9,6,58.0,42.1,0,72.7
16346,2,7,20,10.9,40.6,1,14.3
16604,2,7,14,15.5,164.7,1,13.0
12625,6,11,17,5.4,473.6,1,5.5
16346,6,8,22,27.4,553.5,1,50.0
66304,4,6,19,9.7,641.6,0,4.3
16329,4,10,6,11.2,445.1,1,13.0
66303,2,11,14,26.4,215.0,0,8.9
16525,4,10,22,10.1,507.8,1,10.3
16629,3,6,19,17.6,460.6,1,17.6
12625,0,9,21,6.1,690.2,1,6.9
12076,0,8,13,18.8,477.1,1,15.5
66302,0,1,8,31.5,25.2,0,34.1
16604,2,11,13,1.0,797.8,1,16.5
16329,6,5,10,6.9,405.8,1,2.5
56361,2,11,7,20.3,97.4,0,14.8
16336,0,7,18,14.5,98.5,1,15.8
12082,0,7,11,21.4,536.4,1,34.1
16329,5,11,21,1.5,200.8,1,8.6
16650,3,2,23,15.2,317.6,1,29.2
56361,1,3,13,6.6,252.6,0,0.9
16334,1,1,17,4.3,450.7,1,16.3
16334,1,9,4,7.4,601.7,1,11.7
12626,0,12,13,0.8,290.0,1,6.6
16334,1,9,16,11.8,521.3,1,12.6
16526,1,8,14,11.7,644.8,1,5.1
16336,0,3,7,12.8,30.2,1,15.9
56361,2,5,18,6.2,236.1,0,3.9
16336,5,10,20,13.9,531.4,1,5.8
16334,0,11,10,8.2,594.8,1,14.0
16604,3,3,23,14.9,68.0,1,10.8
66302,5,2,20,4.7,476.4,0,1.5
16525,1,11,4,8.3,188.6,1,13.0
16336,6,12,9,0.0,11.6,1,0.0
16346,3,4,22,25.0,324.4,1,31.0
16336,1,8,17,32.4,486.4,1,47.2
16606,2,6,19,7.9,526.9,1,3.9
16629,6,9,13,8.4,277.8,1,11.7
12601,3,9,15,8.4,282.0,1,0.7
12601,5,7,12,4.1,450.3,1,7.8
16629,0,12,23,15.0,686.1,1,20.3
56361,0,8,7,15.3,379.0,0,11.1
16526,5,3,9,10.4,779.3,1,14.2
16650,4,4,14,10.3,718.6,1,7.2
56361,3,11,4,12.1,505.7,0,3.6
12082,4,5,7,13.7,32.5,1,24.3
66302,0,11,4,11.1,652.0,0,7.6
12082,6,2,6,1.6,286.4,1,7.8
12601,2,8,11,1.2,310.4,1,0.6
12626,3,1,4,25.5,40.9,1,32.6
66303,0,6,10,25.0,410.4,0,16.0
16346,1,9,10,0.1,394.3,1,0.3
12626,3,1,20,27.3,172.5,1,23.2
16629,6,6,19,0.3,376.2,1,9.6
12076,0,4,10,26.4,88.5,1,19.9
66304,1,8,20,147.1,46.6,0,146.2
12625,6,1,20,0.0,465.0,1,9.8
16604,5,10,20,10.9,428.8,1,17.9
12076,3,7,4,12.4,460.0,1,13.6
16336,2,2,22,32.9,711.6,1,42.6
66301,3,9,15,3.2,156.9,0,0.0
12625,4,2,13,4.4,418.3,1,1.3
16525,4,5,14,24.6,659.5,1,20.4
16336,5,10,14,14.1,61.6,1,10.0
56361,5,3,18,28.2,368.6,0,33.8
66303,3,1,16,14.1,711.6,0,7.8
66304,4,11,16,2.4,767.0,0,11.1
12625,4,6,10,9.9,85.8,1,5.6
56361,5,10,22,21.7,776.6,0,20.4
66304,2,4,10,31.4,46.1,0,33.1
16629,6,9,7,0.0,618.2,1,3.4
12082,2,9,19,6.9,58.4,1,2.3
12431,1,8,23,7.1,658.0,1,4.6
12431,5,8,9,51.5,329.2,1,65.4
12625,4,12,20,17.5,791.0,1,16.4
12601,5,11,9,4.5,121.5,1,8.9
66303,3,3,6,4.6,440.2,0,6.9
16329,0,1,5,9.7,682.9,1,12.6
12602,0,5,11,4.3,791.4,1,2.4
12076,6,6,6,25.9,348.2,1,20.0
12626,6,5,22,8.6,784.8,1,10.6
12601,4,7,23,4.2,442.8,1,19.9
66301,6,9,20,24.2,78.8,0,30.6
16525,4,4,6,14.9,91.8,1,21.6
16329,1,8,17,15.4,340.3,1,13.6
12626,2,4,8,7.9,139.5,1,6.0
12625,6,3,12,7.3,266.5,1,7.1
12626,4,5,22,17.9,43.8,1,8.0
16526,5,1,19,6.9,799.0,1,8.1
12431,1,2,22,4.8,761.6,1,4.0
56362,5,11,21,29.7,293.0,0,33.0
16526,0,3,15,5.5,638.3,1,8.3
16525,5,1,17,13.1,770.6,1,14.2
56362,5,4,21,4.3,384.5,0,1.0
16334,0,5,5,13.5,720.9,1,19.5
16606,4,4,5,2.5,391.5,1,0.0
16650,5,6,8,10.1,286.0,1,10.4
16606,2,10,11,4.5,720.8,1,10.0
16329,6,3,18,0.9,547.0,1,2.8
12601,0,9,7,12.2,89.7,1,10.7
16334,1,10,17,6.7,730.4,1,10.4
66304,4,10,11,33.1,791.1,0,33.3
16606,4,10,18,45.9,706.8,1,56.4
16329,3,12,7,37.2,28.6,1,44.3
12626,5,9,7,13.3,65.2,1,16.0
56362,3,3,18,4.3,51.9,0,0.0
16606,3,4,18,4.5,362.1,1,13.1
56362,0,1,11,10.0,683.2,0,16.0
12076,3,7,14,10.2,395.5,1,3.9
16650,6,8,19,17.0,370.3,1,19.5
12082,6,5,5,5.2,609.2,1,5.6
66301,5,10,8,21.7,676.8,0,33.1
66301,3,3,12,6.1,418.8,0,14.7
16526,4,8,10,6.3,119.2,1,9.0
16329,1,10,16,1.6,146.7,1,8.1
56361,6,7,19,35.8,126.0,0,47.3
16329,5,8,22,10.3,500.3,1,16.4
12082,0,7,21,12.1,712.5,1,17.8
12602,6,10,12,8.8,554.0,1,0.0
56361,0,10,7,16.3,736.4,0,16.5
16336,6,9,18,20.8,439.1,1,26.3
66301,4,10,22,20.5,129.2,0,8.5
16525,2,1,8,23.8,564.5,1,30.9
16334,5,7,22,2.5,696.6,1,0.5
12076,0,3,14,1.9,501.0,1,6.6
66301,2,9,8,13.2,583.7,0,3.5
12082,3,12,12,41.8,44.9,1,32.1
56361,2,10,6,5.1,395.2,0,0.0
12626,3,11,17,7.6,517.0,1,1.0
16525,4,1,10,10.1,531.2,1,8.3
12076,4,4,4,15.0,69.5,1,9.1
16525,5,7,16,21.7,302.4,1,27.2
66301,5,4,18,28.7,294.4,0,26.1
16604,2,6,15,0.0,315.7,1,1.2
16604,5,10,13,1.3,195.0,1,0.0
16334,5,7,12,7.4,80.1,1,18.7
16346,0,1,5,3.6,53.9,1,0.9
12626,2,9,20,13.4,181.5,1,15.3
16526,5,4,5,8.1,746.2,1,7.9
16604,0,3,13,0.0,783.6,1,10.6
16606,0,8,4,19.9,115.5,1,17.4
66301,4,5,16,6.8,761.6,0,7.5
16604,0,9,23,23.8,333.4,1,28.8
12431,4,12,19,48.0,220.9,1,45.0
16526,4,6,13,4.1,488.9,1,14.3
66303,0,5,21,14.6,28.2,0,11.1
12602,5,4,16,2.7,737.6,1,8.3
56361,6,10,22,5.2,326.4,0,1.5
16604,3,9,16,3.3,117.1,1,8.6
16334,2,7,11,3.0,169.4,1,8.2
66304,6,8,10,20.7,785.7,0,12.7
12431,0,2,10,9.9,678.8,1,18.6
12625,3,9,9,1.4,291.3,1,0.0
66304,1,1,23,3.9,624.6,0,8.3
16604,5,6,18,49.9,722.6,1,42.3
12626,0,11,14,11.7,555.9,1,9.7
66302,2,6,20,17.0,153.1,0,25.4
66303,4,9,18,5.7,580.0,0,12.4
12602,1,12,22,11.6,117.3,1,7.2
56361,4,12,11,0.6,294.5,0,6.3
56361,2,12,15,99.3,279.3,0,90.7
66304,6,11,14,7.5,467.1,0,0.0
12626,3,1,15,13.6,370.9,1,12.0
56361,3,6,17,11.4,370.8,0,16.7
66304,5,5,11,4.4,129.7,0,8.1
56362,0,10,5,11.6,264.7,0,12.5
66301,1,8,7,8.8,137.6,0,9.8
16629,3,4,14,3.4,645.3,1,3.3
12076,5,8,12,9.2,178.5,1,7.4
12602,3,5,12,5.6,21.6,1,0.0
16525,3,5,12,6.0,465.0,1,5.2
16606,5,4,7,11.1,184.4,1,8.7
12082,0,11,21,23.2,115.4,1,36.7
66303,5,9,5,4.5,783.5,0,0.0
56362,5,1,21,16.0,589.8,0,3.9
16629,3,3,6,3.6,564.9,1,10.3
16526,1,1,8,15.7,134.4,1,26.5
16334,5,4,22,3.3,412.0,1,3.3
16629,1,2,17,11.3,689.2,1,8.6
16604,1,8,8,33.7,750.6,1,28.9
12625,2,11,6,16.1,725.4,1,13.1
12625,3,5,11,4.3,748.1,1,6.6
66303,1,4,23,19.6,666.5,0,23.9
12602,5,11,23,20.3,512.9,1,27.1
66301,1,1,20,0.0,500.0,0,12.0
16629,1,9,9,4.1,475.8,1,5.2
12076,2,9,6,16.8,167.1,1,6.5
16329,3,2,13,9.0,631.5,1,6.1
66303,4,3,6,13.8,705.5,0,6.6
16629,0,7,13,8.7,99.0,1,10.2
12625,0,7,11,2.1,140.1,1,0.0
16606,0,12,8,23.4,114.7,1,39.7
12082,5,8,12,11.7,150.9,1,22.8
16525,1,2,4,22.4,626.8,1,18.4
16629,1,9,12,5.6,582.9,1,5.1
16604,3,2,12,6.8,73.5,1,10.9
66302,4,3,10,31.1,241.3,0,22.7
12076,4,7,13,39.1,244.8,1,28.7
12626,0,6,12,14.2,93.1,1,8.7
12431,2,12,21,11.0,199.2,1,15.3
16629,6,2,6,6.9,523.1,1,1.8
16346,6,11,20,14.6,608.1,1,14.1
56362,4,12,11,26.7,407.0,0,35.0
12625,0,2,22,6.9,671.5,1,5.0
12626,0,1,18,7.4,121.5,1,1.7
12601,4,3,13,12.7,461.2,1,19.6
16604,4,7,11,11.5,788.9,1,7.1
12082,0,1,6,1.0,326.0,1,13.8
12601,5,7,4,0.0,212.1,1,0.1
16525,3,5,21,0.0,694.9,1,5.2
16606,3,12,14,6.3,224.8,1,1.6
16329,2,5,10,7.2,671.0,1,5.7
16629,6,7,14,5.8,235.7,1,0.0
16604,5,11,15,7.6,411.8,1,3.5
16650,2,10,11,9.4,263.7,1,13.6
66302,4,6,22,0.0,130.8,0,4.9
66302,1,10,18,13.2,120.8,0,20.4
16606,6,1,6,3.0,288.3,1,7.7
66303,1,12,13,26.3,675.1,0,16.0
66303,4,5,12,20.5,530.4,0,19.8
16329,0,1,8,2.3,21.9,1,10.9
16604,4,2,17,10.2,65.6,1,16.8
12431,4,7,18,4.3,72.1,1,2.9
66302,5,5,12,15.7,506.2,0,14.5
16329,1,12,23,6.9,246.2,1,11.2
66302,3,3,7,32.2,235.0,0,34.7
56361,5,6,10,25.2,472.6,0,28.6
16650,5,12,12,18.2,127.1,1,0.0
16346,1,1,11,19.7,588.7,1,17.4
16526,2,3,19,7.0,429.5,1,10.9
12431,3,4,19,9.4,487.9,1,13.7
66304,2,10,23,11.1,281.1,0,8.9
16606,0,7,20,8.1,504.0,1,16.2
16334,2,12,8,17.6,250.8,1,16.9
12625,6,5,14,10.9,219.6,1,12.2
12602,5,2,13,11.6,749.6,1,9.4
12431,1,4,7,11.2,212.2,1,13.8
16329,2,7,4,6.8,385.1,1,8.8
12076,5,3,22,8.1,586.7,1,1.8
16606,0,11,4,5.5,414.3,1,0.3
56361,0,5,23,14.4,14.0,0,17.5
12625,5,6,16,19.5,273.4,1,26.0
16525,4,10,17,4.0,745.6,1,6.1
12602,2,4,14,2.5,555.2,1,10.8
16329,4,5,12,5.5,36.5,1,4.5
16650,0,7,7,6.6,581.3,1,0.7
12602,1,10,23,0.8,677.3,1,8.3
12076,5,5,8,2.8,696.9,1,5.2
16606,6,10,4,6.1,582.2,1,3.7
66301,6,7,21,47.1,796.6,0,46.6
12076,2,9,11,0.0,572.3,1,2.3
16334,0,3,11,13.0,783.6,1,16.2
66303,1,3,9,3.4,497.3,0,17.3
56362,1,6,7,54.5,602.4,0,85.9
16525,2,9,20,17.6,539.0,1,21.9
66302,3,11,13,11.6,273.0,0,5.6
16526,2,3,16,4.7,764.9,1,2.8
16650,1,3,10,22.5,634.6,1,6.1
16650,5,9,7,25.8,726.9,1,30.9
12625,6,6,11,9.9,118.2,1,5.6
66301,4,1,17,12.7,462.9,0,29.5
16650,6,11,17,19.4,402.7,1,11.5
16650,5,4,5,0.0,517.8,1,9.3
